Record Date,Electronic Category Description,Channel Type Description,Tax Category Description,Net Collections Amount,Electronic Category ID,Channel Type ID,Tax Category ID,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-08-20,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,100541370.97,2,1,1,9,2021,4,2021,3,8,20
2021-08-20,Fully Electronic - All,Bank,Non-Tax,2390804688.25,1,5,1,8,2021,4,2021,3,8,20
2021-08-20,Fully Electronic - All,Internet,Non-Tax,566211708.96,1,3,1,13,2021,4,2021,3,8,20
2021-08-20,Fully Electronic - All,Internet,IRS Tax,8646077807.72,1,3,3,14,2021,4,2021,3,8,20
2021-08-20,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12506300.05,1,1,1,15,2021,4,2021,3,8,20
2021-08-19,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3739792.20,4,1,3,6,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - All,Internet,IRS Non-Tax,146700.00,1,3,2,5,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,176129369.80,2,1,3,8,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - All,Bank,Non-Tax,697654667.09,1,5,1,9,2021,4,2021,3,8,19
2021-08-19,Non-Electronic,Mail,Non-Tax,15.96,4,2,1,1,2021,4,2021,3,8,19
2021-08-19,Non-Electronic,Over-the-Counter (OTC),Non-Tax,15570055.57,4,1,1,2,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,3310.00,2,1,2,4,2021,4,2021,3,8,19
2021-08-19,Electronic Settlement,Mail,IRS Non-Tax,320.70,3,2,2,3,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,112930942.16,2,1,1,7,2021,4,2021,3,8,19
2021-08-19,Electronic Settlement,Mail,Non-Tax,85274331.35,3,2,1,10,2021,4,2021,3,8,19
2021-08-19,Electronic Settlement,Mail,IRS Tax,165416833.78,3,2,3,11,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - All,Internet,Non-Tax,301406275.35,1,3,1,12,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - All,Internet,IRS Tax,2578238751.22,1,3,3,13,2021,4,2021,3,8,19
2021-08-19,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12196898.73,1,1,1,14,2021,4,2021,3,8,19
2021-08-18,Non-Electronic,Over-the-Counter (OTC),IRS Tax,10778252.37,4,1,3,6,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,34849.66,2,1,2,4,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - All,Bank,Non-Tax,1129120590.43,1,5,1,8,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,287252753.90,2,1,3,9,2021,4,2021,3,8,18
2021-08-18,Electronic Settlement,Mail,Non-Tax,112618052.61,3,2,1,10,2021,4,2021,3,8,18
2021-08-18,Non-Electronic,Mail,Non-Tax,10698.78,4,2,1,1,2021,4,2021,3,8,18
2021-08-18,Electronic Settlement,Mail,IRS Non-Tax,810.77,3,2,2,3,2021,4,2021,3,8,18
2021-08-18,Non-Electronic,Over-the-Counter (OTC),Non-Tax,16528734.24,4,1,1,2,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - All,Internet,IRS Non-Tax,214622.99,1,3,2,5,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,81086953.48,2,1,1,7,2021,4,2021,3,8,18
2021-08-18,Electronic Settlement,Mail,IRS Tax,673027846.99,3,2,3,11,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - All,Internet,Non-Tax,467100053.80,1,3,1,12,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12191266.19,1,1,1,13,2021,4,2021,3,8,18
2021-08-18,Fully Electronic - All,Internet,IRS Tax,12367389187.60,1,3,3,14,2021,4,2021,3,8,18
2021-08-17,Non-Electronic,Over-the-Counter (OTC),IRS Tax,12304559.53,4,1,3,5,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,6430.00,2,1,2,4,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,188933373.63,2,1,3,9,2021,4,2021,3,8,17
2021-08-17,Electronic Settlement,Mail,Non-Tax,90356651.26,3,2,1,10,2021,4,2021,3,8,17
2021-08-17,Electronic Settlement,Mail,IRS Tax,238572617.66,3,2,3,11,2021,4,2021,3,8,17
2021-08-17,Non-Electronic,Over-the-Counter (OTC),Non-Tax,20531044.08,4,1,1,2,2021,4,2021,3,8,17
2021-08-17,Non-Electronic,Mail,Non-Tax,60.00,4,2,1,1,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - All,Internet,IRS Non-Tax,101973.99,1,3,2,6,2021,4,2021,3,8,17
2021-08-17,Electronic Settlement,Mail,IRS Non-Tax,3242.85,3,2,2,3,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,66894247.86,2,1,1,7,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - All,Bank,Non-Tax,1405927040.18,1,5,1,8,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - All,Internet,Non-Tax,414399043.06,1,3,1,12,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,10856436.84,1,1,1,13,2021,4,2021,3,8,17
2021-08-17,Fully Electronic - All,Internet,IRS Tax,3898764312.76,1,3,3,14,2021,4,2021,3,8,17
2021-08-16,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,515260.84,2,1,2,4,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - All,Internet,IRS Non-Tax,92049.77,1,3,2,6,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,72235100.37,2,1,1,7,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,166339018.03,2,1,3,9,2021,4,2021,3,8,16
2021-08-16,Electronic Settlement,Mail,IRS Tax,216631677.73,3,2,3,10,2021,4,2021,3,8,16
2021-08-16,Electronic Settlement,Mail,Non-Tax,86182206.33,3,2,1,11,2021,4,2021,3,8,16
2021-08-16,Non-Electronic,Mail,Non-Tax,582.29,4,2,1,1,2021,4,2021,3,8,16
2021-08-16,Electronic Settlement,Mail,IRS Non-Tax,2031.00,3,2,2,3,2021,4,2021,3,8,16
2021-08-16,Non-Electronic,Over-the-Counter (OTC),Non-Tax,12203353.68,4,1,1,2,2021,4,2021,3,8,16
2021-08-16,Non-Electronic,Over-the-Counter (OTC),IRS Tax,22097467.31,4,1,3,5,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - All,Bank,Non-Tax,1179576784.46,1,5,1,8,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - All,Internet,Non-Tax,443204369.64,1,3,1,12,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - All,Internet,IRS Tax,30872427215.24,1,3,3,13,2021,4,2021,3,8,16
2021-08-16,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,41720751.74,1,1,1,14,2021,4,2021,3,8,16
2021-08-13,Non-Electronic,Over-the-Counter (OTC),IRS Tax,7644302.85,4,1,3,6,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,1545.00,2,1,2,5,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,72932946.09,2,1,1,8,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,309807908.03,2,1,3,9,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Bank,Non-Tax,1930921317.64,1,5,1,10,2021,4,2021,3,8,13
2021-08-13,Electronic Settlement,Mail,Non-Tax,77329041.99,3,2,1,11,2021,4,2021,3,8,13
2021-08-13,Electronic Settlement,Mail,IRS Tax,73158119.40,3,2,3,12,2021,4,2021,3,8,13
2021-08-13,Non-Electronic,Over-the-Counter (OTC),Non-Tax,30497015.62,4,1,1,2,2021,4,2021,3,8,13
2021-08-13,Electronic Settlement,Mail,IRS Non-Tax,3328.76,3,2,2,4,2021,4,2021,3,8,13
2021-08-13,Non-Electronic,Mail,Non-Tax,350.00,4,2,1,1,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Internet,IRS Non-Tax,341522.99,1,3,2,7,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Bank,IRS Non-Tax,188071.46,1,5,2,3,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Internet,Non-Tax,744353419.54,1,3,1,13,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Internet,IRS Tax,10773996761.70,1,3,3,14,2021,4,2021,3,8,13
2021-08-13,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13318322.76,1,1,1,15,2021,4,2021,3,8,13
2021-08-12,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3509089.19,4,1,3,5,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,8635.00,2,1,2,3,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - All,Internet,IRS Non-Tax,224368.09,1,3,2,6,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,77969491.14,2,1,1,8,2021,4,2021,3,8,12
2021-08-12,Electronic Settlement,Mail,IRS Tax,180792869.22,3,2,3,11,2021,4,2021,3,8,12
2021-08-12,Electronic Settlement,Mail,IRS Non-Tax,11684.75,3,2,2,4,2021,4,2021,3,8,12
2021-08-12,Non-Electronic,Over-the-Counter (OTC),Non-Tax,13018258.92,4,1,1,2,2021,4,2021,3,8,12
2021-08-12,Non-Electronic,Mail,Non-Tax,-560.77,4,2,1,1,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - All,Bank,Non-Tax,1039229956.41,1,5,1,7,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,141248961.56,2,1,3,9,2021,4,2021,3,8,12
2021-08-12,Electronic Settlement,Mail,Non-Tax,82199764.91,3,2,1,10,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - All,Internet,Non-Tax,374696110.46,1,3,1,12,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - All,Internet,IRS Tax,3614976990.35,1,3,3,13,2021,4,2021,3,8,12
2021-08-12,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12396133.52,1,1,1,14,2021,4,2021,3,8,12
2021-08-11,Non-Electronic,Over-the-Counter (OTC),IRS Tax,2405002.85,4,1,3,6,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,180275.60,2,1,2,4,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Internet,IRS Non-Tax,127440.11,1,3,2,7,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,105926553.32,2,1,1,8,2021,4,2021,3,8,11
2021-08-11,Electronic Settlement,Mail,Non-Tax,96886933.69,3,2,1,11,2021,4,2021,3,8,11
2021-08-11,Electronic Settlement,Mail,IRS Tax,696638176.64,3,2,3,12,2021,4,2021,3,8,11
2021-08-11,Non-Electronic,Over-the-Counter (OTC),Non-Tax,11083250.44,4,1,1,2,2021,4,2021,3,8,11
2021-08-11,Non-Electronic,Mail,Non-Tax,20.00,4,2,1,1,2021,4,2021,3,8,11
2021-08-11,Electronic Settlement,Mail,IRS Non-Tax,1727.42,3,2,2,3,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Bank,IRS Tax,3125.91,1,5,3,5,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Bank,Non-Tax,1025862635.37,1,5,1,9,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,173809143.40,2,1,3,10,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Internet,Non-Tax,345890720.42,1,3,1,13,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Internet,IRS Tax,10834421173.82,1,3,3,14,2021,4,2021,3,8,11
2021-08-11,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,14087779.78,1,1,1,15,2021,4,2021,3,8,11
2021-08-10,Non-Electronic,Over-the-Counter (OTC),IRS Tax,8810871.47,4,1,3,6,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,4730.00,2,1,2,3,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - All,Internet,IRS Non-Tax,300706.82,1,3,2,5,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - All,Bank,Non-Tax,933600541.83,1,5,1,7,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,89825719.04,2,1,1,8,2021,4,2021,3,8,10
2021-08-10,Electronic Settlement,Mail,Non-Tax,70454440.52,3,2,1,10,2021,4,2021,3,8,10
2021-08-10,Electronic Settlement,Mail,IRS Tax,282538729.19,3,2,3,11,2021,4,2021,3,8,10
2021-08-10,Non-Electronic,Mail,Non-Tax,1916.59,4,2,1,1,2021,4,2021,3,8,10
2021-08-10,Electronic Settlement,Mail,IRS Non-Tax,19533.77,3,2,2,4,2021,4,2021,3,8,10
2021-08-10,Non-Electronic,Over-the-Counter (OTC),Non-Tax,18147358.32,4,1,1,2,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,151450714.59,2,1,3,9,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - All,Internet,Non-Tax,459935477.64,1,3,1,12,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - All,Internet,IRS Tax,2966131044.11,1,3,3,13,2021,4,2021,3,8,10
2021-08-10,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,10090238.61,1,1,1,14,2021,4,2021,3,8,10
2021-08-09,Non-Electronic,Over-the-Counter (OTC),IRS Tax,2364612.38,4,1,3,5,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Bank,IRS Tax,3924147.60,1,5,3,4,2021,4,2021,3,8,9
2021-08-09,Electronic Settlement,Mail,IRS Non-Tax,13814.42,3,2,2,2,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,50220.18,2,1,2,3,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Internet,IRS Non-Tax,31741.51,1,3,2,6,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Bank,Non-Tax,1383662749.32,1,5,1,8,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,190036756.88,2,1,3,9,2021,4,2021,3,8,9
2021-08-09,Electronic Settlement,Mail,Non-Tax,77232334.13,3,2,1,10,2021,4,2021,3,8,9
2021-08-09,Non-Electronic,Over-the-Counter (OTC),Non-Tax,19408336.64,4,1,1,1,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,92268631.64,2,1,1,7,2021,4,2021,3,8,9
2021-08-09,Electronic Settlement,Mail,IRS Tax,329291668.92,3,2,3,11,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Internet,Non-Tax,600219383.96,1,3,1,12,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Internet,IRS Tax,20021931700.63,1,3,3,13,2021,4,2021,3,8,9
2021-08-09,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,40427291.64,1,1,1,14,2021,4,2021,3,8,9
2021-08-06,Non-Electronic,Over-the-Counter (OTC),IRS Tax,6683412.94,4,1,3,4,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,6205.00,2,1,2,2,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - All,Internet,IRS Non-Tax,162357.00,1,3,2,5,2021,4,2021,3,8,6
2021-08-06,Electronic Settlement,Mail,Non-Tax,64739983.37,3,2,1,9,2021,4,2021,3,8,6
2021-08-06,Non-Electronic,Over-the-Counter (OTC),Non-Tax,15364818.88,4,1,1,1,2021,4,2021,3,8,6
2021-08-06,Electronic Settlement,Mail,IRS Non-Tax,21541.97,3,2,2,3,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,79307761.07,2,1,1,6,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,122876639.55,2,1,3,7,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - All,Bank,Non-Tax,1346775816.11,1,5,1,8,2021,4,2021,3,8,6
2021-08-06,Electronic Settlement,Mail,IRS Tax,138376534.30,3,2,3,10,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - All,Internet,Non-Tax,561625939.48,1,3,1,11,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - All,Internet,IRS Tax,9258073198.47,1,3,3,12,2021,4,2021,3,8,6
2021-08-06,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13196708.78,1,1,1,13,2021,4,2021,3,8,6
2021-08-05,Non-Electronic,Over-the-Counter (OTC),IRS Tax,7188224.94,4,1,3,4,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,5170.00,2,1,2,3,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - All,Internet,IRS Non-Tax,81972.35,1,3,2,5,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,71089495.50,2,1,1,7,2021,4,2021,3,8,5
2021-08-05,Electronic Settlement,Mail,Non-Tax,91365764.64,3,2,1,9,2021,4,2021,3,8,5
2021-08-05,Non-Electronic,Over-the-Counter (OTC),Non-Tax,10329819.49,4,1,1,1,2021,4,2021,3,8,5
2021-08-05,Electronic Settlement,Mail,IRS Non-Tax,5694.47,3,2,2,2,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - All,Bank,Non-Tax,1748473282.34,1,5,1,6,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,166440576.07,2,1,3,8,2021,4,2021,3,8,5
2021-08-05,Electronic Settlement,Mail,IRS Tax,164742458.55,3,2,3,10,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - All,Internet,Non-Tax,462301901.56,1,3,1,11,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - All,Internet,IRS Tax,3016906457.71,1,3,3,12,2021,4,2021,3,8,5
2021-08-05,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13907507.00,1,1,1,13,2021,4,2021,3,8,5
2021-08-04,Non-Electronic,Over-the-Counter (OTC),IRS Tax,11749478.08,4,1,3,5,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Bank,Non-Tax,2470292730.91,1,5,1,8,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Internet,IRS Non-Tax,213767.00,1,3,2,6,2021,4,2021,3,8,4
2021-08-04,Non-Electronic,Over-the-Counter (OTC),Non-Tax,10318721.14,4,1,1,1,2021,4,2021,3,8,4
2021-08-04,Electronic Settlement,Mail,IRS Tax,708835946.85,3,2,3,11,2021,4,2021,3,8,4
2021-08-04,Electronic Settlement,Mail,IRS Non-Tax,6655.93,3,2,2,2,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Bank,IRS Tax,189562.92,1,5,3,4,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,228988.97,2,1,2,3,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,133730376.63,2,1,1,7,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,151996625.42,2,1,3,9,2021,4,2021,3,8,4
2021-08-04,Electronic Settlement,Mail,Non-Tax,133230035.35,3,2,1,10,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Internet,Non-Tax,373509566.05,1,3,1,12,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Internet,IRS Tax,11619310242.22,1,3,3,14,2021,4,2021,3,8,4
2021-08-04,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12795958.63,1,1,1,13,2021,4,2021,3,8,4
2021-08-03,Non-Electronic,Over-the-Counter (OTC),IRS Tax,20160366.56,4,1,3,6,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,10075.00,2,1,2,3,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - All,Internet,IRS Non-Tax,264727.16,1,3,2,5,2021,4,2021,3,8,3
2021-08-03,Non-Electronic,Over-the-Counter (OTC),Non-Tax,18034255.00,4,1,1,2,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - All,Bank,Non-Tax,2171640887.66,1,5,1,7,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,96047001.57,2,1,3,9,2021,4,2021,3,8,3
2021-08-03,Electronic Settlement,Mail,IRS Tax,280918028.52,3,2,3,10,2021,4,2021,3,8,3
2021-08-03,Electronic Settlement,Mail,Non-Tax,62535832.59,3,2,1,11,2021,4,2021,3,8,3
2021-08-03,Non-Electronic,Mail,Non-Tax,94.00,4,2,1,1,2021,4,2021,3,8,3
2021-08-03,Electronic Settlement,Mail,IRS Non-Tax,45300.14,3,2,2,4,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,82003422.94,2,1,1,8,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - All,Internet,Non-Tax,533725083.27,1,3,1,12,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,11945391.88,1,1,1,13,2021,4,2021,3,8,3
2021-08-03,Fully Electronic - All,Internet,IRS Tax,6021273200.90,1,3,3,14,2021,4,2021,3,8,3
2021-08-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,9219.69,2,1,2,4,2021,4,2021,3,8,2
2021-08-02,Non-Electronic,Over-the-Counter (OTC),Non-Tax,11304545.27,4,1,1,2,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - All,Internet,IRS Non-Tax,1504731.60,1,3,2,6,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - All,Bank,Non-Tax,4751032393.29,1,5,1,8,2021,4,2021,3,8,2
2021-08-02,Electronic Settlement,Mail,Non-Tax,82769248.96,3,2,1,10,2021,4,2021,3,8,2
2021-08-02,Electronic Settlement,Mail,IRS Tax,169333030.18,3,2,3,11,2021,4,2021,3,8,2
2021-08-02,Non-Electronic,Mail,Non-Tax,500.00,4,2,1,1,2021,4,2021,3,8,2
2021-08-02,Electronic Settlement,Mail,IRS Non-Tax,13385.14,3,2,2,3,2021,4,2021,3,8,2
2021-08-02,Non-Electronic,Over-the-Counter (OTC),IRS Tax,15322637.71,4,1,3,5,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,102000175.53,2,1,1,7,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,114998248.78,2,1,3,9,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - All,Internet,Non-Tax,987190007.52,1,3,1,12,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - All,Internet,IRS Tax,37151100915.57,1,3,3,13,2021,4,2021,3,8,2
2021-08-02,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,43244833.01,1,1,1,14,2021,4,2021,3,8,2
2021-07-30,Non-Electronic,Over-the-Counter (OTC),IRS Tax,606071.71,4,1,3,4,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,5355.00,2,1,2,5,2021,4,2021,3,7,30
2021-07-30,Non-Electronic,Over-the-Counter (OTC),Non-Tax,12124469.26,4,1,1,2,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - All,Bank,Non-Tax,3288744234.69,1,5,1,8,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,139932193.09,2,1,3,9,2021,4,2021,3,7,30
2021-07-30,Electronic Settlement,Mail,Non-Tax,96508189.24,3,2,1,10,2021,4,2021,3,7,30
2021-07-30,Non-Electronic,Mail,Non-Tax,854.38,4,2,1,1,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - All,Internet,IRS Non-Tax,367789.99,1,3,2,6,2021,4,2021,3,7,30
2021-07-30,Electronic Settlement,Mail,IRS Non-Tax,26783.25,3,2,2,3,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,97047136.20,2,1,1,7,2021,4,2021,3,7,30
2021-07-30,Electronic Settlement,Mail,IRS Tax,84681440.47,3,2,3,11,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - All,Internet,Non-Tax,824766300.15,1,3,1,12,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,15220329.52,1,1,1,13,2021,4,2021,3,7,30
2021-07-30,Fully Electronic - All,Internet,IRS Tax,11592654732.42,1,3,3,14,2021,4,2021,3,7,30
2021-07-29,Non-Electronic,Over-the-Counter (OTC),IRS Tax,14537521.91,4,1,3,4,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,11418.00,2,1,2,5,2021,4,2021,3,7,29
2021-07-29,Non-Electronic,Over-the-Counter (OTC),Non-Tax,12281667.92,4,1,1,1,2021,4,2021,3,7,29
2021-07-29,Electronic Settlement,Mail,Non-Tax,88518647.37,3,2,1,9,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Bank,Non-Tax,2408774060.87,1,5,1,10,2021,4,2021,3,7,29
2021-07-29,Electronic Settlement,Mail,IRS Tax,168946953.71,3,2,3,11,2021,4,2021,3,7,29
2021-07-29,Electronic Settlement,Mail,IRS Non-Tax,9412.73,3,2,2,2,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Bank,IRS Tax,293559.83,1,5,3,3,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Internet,IRS Non-Tax,183763.54,1,3,2,6,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,237537474.51,2,1,3,8,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,96713671.34,2,1,1,7,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Internet,Non-Tax,715500675.07,1,3,1,12,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13080707.91,1,1,1,13,2021,4,2021,3,7,29
2021-07-29,Fully Electronic - All,Internet,IRS Tax,4490763920.19,1,3,3,14,2021,4,2021,3,7,29
2021-07-28,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3669201.52,4,1,3,3,2021,4,2021,3,7,28
2021-07-28,Electronic Settlement,Mail,IRS Non-Tax,13117.27,3,2,2,2,2021,4,2021,3,7,28
